"","X","Protein.Id","Description","p_values","q_values","foldChange","LFC"
"5183",5183,"Q9D5T0","ATAD1_MOUSE ATPase family AAA domain-containing protein 1",0.0028561871309145,0.0238305370993175,-1.05750520467933,-0.0806647638148013
"548",548,"Q69ZN7","MYOF_MOUSE Myoferlin",0.000212042283545974,0.00785324022997195,1.6824516342781,0.750565032033177
"269",269,"O70400","PDLI1_MOUSE PDZ and LIM domain protein 1",0.00258179090269114,0.0222474248420245,1.3636946641618,0.447520656230604
"4785",4785,"Q9QUN3","BLNK_MOUSE B-cell linker protein",0.00482859845005267,0.0316628312065076,1.13720968320517,0.185498288557032
"6967",6967,"P05201","AATC_MOUSE Aspartate aminotransferase, cytoplasmic",0.000214132437003723,0.00786697650947743,-1.24526420542348,-0.316451868731534
"759",759,"P61164","ACTZ_MOUSE Alpha-centractin",0.0111464813079398,0.0529506381343514,-1.11859908497225,-0.161693055294404
"6597",6597,"Q9CPV7","ZDHC6_MOUSE Palmitoyltransferase ZDHHC6",0.0121080904127432,0.0558986580089836,1.14019933540079,0.189286065665995
"2157",2157,"Q8K4G5","ABLM1_MOUSE Actin-binding LIM protein 1",0.00769670999169202,0.0419704005876077,1.14171847029657,0.191206948792366
"5597",5597,"Q80XC3","US6NL_MOUSE USP6 N-terminal-like protein",0.00267885144583859,0.0226981356979181,1.27185873015323,0.34693843428119
"1638",1638,"P70297","STAM1_MOUSE Signal transducing adapter molecule 1",0.00442194240431074,0.0303637571973854,1.08211606180316,0.113855242979966
"8173",8173,"Q9D4P0","ARL5B_MOUSE ADP-ribosylation factor-like protein 5B",0.0133620438200116,0.0595039873051115,1.09087354781055,0.125483876620433
"1340",1340,"A2AQ25","SKT_MOUSE Sickle tail protein",0.000854800443118147,0.0127860081537306,1.14766073924182,0.198696228991336
"4336",4336,"Q9DC61","MPPA_MOUSE Mitochondrial-processing peptidase subunit alpha",0.00253924821627423,0.0221340816217283,1.08879842741499,0.122736888227286
"1756",1756,"Q80WG5","LRC8A_MOUSE Leucine-rich repeat-containing protein 8A",0.000115710942058298,0.00676275976048776,1.29658069495689,0.374711997622998
"720",720,"Q80U93","NU214_MOUSE Nuclear pore complex protein Nup214",0.0178005839860935,0.0705900096541547,1.09156514878913,0.126398238464393
"3145",3145,"Q8R1F1","NIBL1_MOUSE Niban-like protein 1",0.00155724137746417,0.0170741148410158,1.37459340516015,0.459004942924241
"2168",2168,"P20029","GRP78_MOUSE 78 kDa glucose-regulated protein",0.00159116551381863,0.0171816487211154,-1.18760302118965,-0.248052668570065
"1045",1045,"A2AL36","CNTRL_MOUSE Centriolin",0.00659890671951938,0.0382521611184604,-1.10973081033769,-0.15020976153977
"1365",1365,"A2AWA9","RBGP1_MOUSE Rab GTPase-activating protein 1",0.0212083781179716,0.0793332185696211,1.06178254284895,0.0864883268979841
"66",66,"A2APV2","FMNL2_MOUSE Formin-like protein 2",0.00295747613207875,0.0241345385254881,1.26315447043642,0.337031076263795
"48",48,"Q68FH0","PKP4_MOUSE Plakophilin-4",0.0102999231404889,0.0502712408496732,1.12114981798557,0.164979076736378
"5854",5854,"Q8VC88","GRAN_MOUSE Grancalcin",0.000226621589649453,0.00794102470075883,-1.36190710224765,-0.445628298285753
"694",694,"Q61739","ITA6_MOUSE Integrin alpha-6",0.00212330619242673,0.0198669271320302,1.26382136334939,0.337792558117171
"5273",5273,"Q8C0I1","ADAS_MOUSE Alkyldihydroxyacetonephosphate synthase, peroxisomal",4.29362970881735e-05,0.00464390995200913,1.22121289325637,0.288314726346511
"3297",3297,"Q922B9","SSFA2_MOUSE Sperm-specific antigen 2 homolog",0.000315126080429092,0.00865506999652912,1.41397679503487,0.499758444077426
"1602",1602,"P58871","TB182_MOUSE 182 kDa tankyrase-1-binding protein",1.53734627931747e-05,0.00285981347641216,1.28677293797279,0.36375750020882
"310",310,"P28659","CELF1_MOUSE CUGBP Elav-like family member 1",0.0233735265081453,0.0842785526295901,1.09334260636867,0.128745550194185
"5984",5984,"O88952","LIN7C_MOUSE Protein lin-7 homolog C",0.00626210225121335,0.0370074418239576,1.09185133476924,0.126776433920695
"6363",6363,"Q9JHI5","IVD_MOUSE Isovaleryl-CoA dehydrogenase, mitochondrial",0.00017630044625986,0.00744085076194881,-1.24086113102518,-0.311341667610437
"5638",5638,"Q9R097","SPIT1_MOUSE Kunitz-type protease inhibitor 1",9.52391199021037e-05,0.00649919223697288,1.15853321228695,0.212299403300594
"1910",1910,"O09044","SNP23_MOUSE Synaptosomal-associated protein 23",0.0152925435478388,0.0644207251359034,1.04948217042909,0.0696776570045062
"581",581,"P27773","PDIA3_MOUSE Protein disulfide-isomerase A3",0.000902298236940116,0.0132116477090427,-1.1156811770785,-0.157924813939127
"5277",5277,"P01887","B2MG_MOUSE Beta-2-microglobulin",0.000394023474341188,0.00932392260318628,-1.34737817831847,-0.43015483922582
"3682",3682,"Q920Q4","VPS16_MOUSE Vacuolar protein sorting-associated protein 16 homolog",0.0259587851488508,0.0905294658897929,1.08264922033056,0.114565883699671
"1320",1320,"Q9D662","SC23B_MOUSE Protein transport protein Sec23B",0.00517067108050634,0.0327315876209933,-1.13654084540558,-0.184649533170444
"7494",7494,"Q9D684","RIN2_MOUSE Ras and Rab interactor 2",0.0012723640664739,0.0155437311702819,1.35500352046571,0.438296599883077
"4575",4575,"B1AZP2","DLGP4_MOUSE Disks large-associated protein 4",0.0128646113929814,0.0579835678867976,1.1041812002622,0.142976943192871
"420",420,"P05480","SRC_MOUSE Neuronal proto-oncogene tyrosine-protein kinase Src",0.0251807933056672,0.0888382729340027,1.10092893587312,0.138721347038259
"2999",2999,"Q62077","PLCG1_MOUSE 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",0.00224102265858873,0.0203808560672764,1.20863926623936,0.273383718148547
"1743",1743,"Q8BXQ2","PIGT_MOUSE GPI transamidase component PIG-T",0.0219094968500654,0.0810710812467386,1.04550337630448,0.0641977209134959
"2374",2374,"P16675","PPGB_MOUSE Lysosomal protective protein",3.43135292153677e-06,0.0016520955095752,-1.22772219473676,-0.295984148968056
"6236",6236,"Q9JK83","PAR6B_MOUSE Partitioning defective 6 homolog beta",0.00885972713795986,0.0459840625391259,1.27356952187933,0.348877715900225
"7545",7545,"Q8BVI5","STX16_MOUSE Syntaxin-16",0.00354304810362192,0.0266714024469781,1.0966960020231,0.133163674188188
"4846",4846,"Q99PG2","OGFR_MOUSE Opioid growth factor receptor",0.00272828297122514,0.0229979362713468,-1.41796029704725,-0.503817137616252
"6086",6086,"Q9CQZ7","RPC10_MOUSE DNA-directed RNA polymerase III subunit RPC10",0.0136148552471102,0.0601391712084988,1.1301712185391,0.176541354432596
"5776",5776,"Q91VR2","ATPG_MOUSE ATP synthase subunit gamma, mitochondrial",0.00686298225622262,0.0392273112899317,-1.18756249347083,-0.248003434831528
"2251",2251,"Q9CV28","F188A_MOUSE Protein FAM188A",0.000661136514533414,0.0113093558610621,1.34677370132392,0.429507454805078
"6271",6271,"Q8BH02","TOR4A_MOUSE Torsin-4A",0.0158654543672258,0.0659181441602757,1.10640992832854,0.145886007629685
"4653",4653,"O08599","STXB1_MOUSE Syntaxin-binding protein 1",0.000920152313131706,0.0132362859103392,1.4478676070053,0.533929688436807
"1961",1961,"Q91WM1","STRBP_MOUSE Spermatid perinuclear RNA-binding protein",0.00294695221112932,0.0240967071409525,-1.10601481369411,-0.145370708809426
"3884",3884,"Q9CQR6","PPP6_MOUSE Serine/threonine-protein phosphatase 6 catalytic subunit",0.015284952051338,0.0644207251359034,-1.09465524834112,-0.130476577751844
"3811",3811,"Q9Z0T9","ITB6_MOUSE Integrin beta-6",0.00110058162050181,0.0141936403211019,1.52241609269598,0.606362716809947
"3834",3834,"Q91W59","RBMS1_MOUSE RNA-binding motif, single-stranded-interacting protein 1",0.00731698674816268,0.0408244966146636,1.37567665531728,0.460141412926228
"810",810,"Q8R5F7","IFIH1_MOUSE Interferon-induced helicase C domain-containing protein 1",0.00874812548345892,0.0455202842225755,-1.30214261809691,-0.380887469358419
"2487",2487,"Q8K1I7","WIPF1_MOUSE WAS/WASL-interacting protein family member 1",0.0199321373482807,0.075916493343731,1.06794069836856,0.0948315379010067
"121",121,"P28660","NCKP1_MOUSE Nck-associated protein 1",0.000455300588039525,0.00978604517312337,1.11518537919795,0.157283551777292
"43",43,"P30999","CTND1_MOUSE Catenin delta-1",0.000325991749771392,0.0087216775243346,1.20111574575768,0.26437518333709
"1529",1529,"O70503","DHB12_MOUSE Estradiol 17-beta-dehydrogenase 12",0.000257011489148556,0.00800761277888839,1.18478507825001,0.244625375862392
"5936",5936,"P15379","CD44_MOUSE CD44 antigen",0.000655395099444269,0.0112697665734272,1.44326086241798,0.529332083545998
"2866",2866,"O70481","UBR1_MOUSE E3 ubiquitin-protein ligase UBR1",7.29296702301439e-05,0.00577783228470311,1.15716841988395,0.210598856535615
"4463",4463,"Q8C0L9","GPCP1_MOUSE Glycerophosphocholine phosphodiesterase GPCPD1",0.00168193006689086,0.0174985010510582,-1.46467651017184,-0.550582064849121
"902",902,"P59113","FERM1_MOUSE Fermitin family homolog 1",0.00363931115082932,0.0270769501760068,1.32207232642569,0.40280110432021
"2178",2178,"Q99PL5","RRBP1_MOUSE Ribosome-binding protein 1",0.0230187714771396,0.0836999753622336,-1.12923098964863,-0.175340626531234
"2064",2064,"A3KGS3","RGPA2_MOUSE Ral GTPase-activating protein subunit alpha-2",0.00124056455967324,0.015361605024093,1.09082163413719,0.125415218450647
"934",934,"Q60710","SAMH1_MOUSE Deoxynucleoside triphosphate triphosphohydrolase SAMHD1",6.1556325410288e-05,0.00547650569003486,-1.32007815083686,-0.400623342074091
"8096",8096,"Q8CFG0","SULF2_MOUSE Extracellular sulfatase Sulf-2",0.0101338481563852,0.0497733780446605,1.43586195742999,0.52191705633081
"1304",1304,"E9QAM5","HELZ2_MOUSE Helicase with zinc finger domain 2",0.021312911697858,0.0794293635415089,-1.1461404687249,-0.196783868801539
"4097",4097,"P58929","GMEB2_MOUSE Glucocorticoid modulatory element-binding protein 2",0.0170710097051453,0.0688306475057214,1.28551384885012,0.362345152419542
"6894",6894,"Q8BJH1","ZC21A_MOUSE Zinc finger C2HC domain-containing protein 1A",0.0216036552595335,0.0802295455078412,1.09561159026706,0.131736433233668
"6658",6658,"Q9D6N1","CAH13_MOUSE Carbonic anhydrase 13",0.000330802542541551,0.0087216775243346,-1.43876596634793,-0.524831938396196
"3647",3647,"P00920","CAH2_MOUSE Carbonic anhydrase 2",0.00899378783968287,0.0462982097281788,-1.32516214311052,-0.406168894581338
"1612",1612,"Q811U4","MFN1_MOUSE Mitofusin-1",0.00881522756927119,0.0457821304914243,1.09038447889054,0.124836931317554
"1510",1510,"Q8R1X6","SPG20_MOUSE Spartin",1.33840751425943e-05,0.00267191841566181,1.18086561522289,0.239844792607353
"7006",7006,"E9Q7M2","E9Q7M2_MOUSE Protein Tsc22d2",0.00135639835489755,0.0159514271688922,1.18037420562839,0.239244299435074
"1632",1632,"Q91X43","SH319_MOUSE SH3 domain-containing protein 19",0.000338971435277058,0.00875230661748491,1.19218476255188,0.253607839290923
"3266",3266,"Q63943","MEF2D_MOUSE Myocyte-specific enhancer factor 2D",7.672911861047e-05,0.00582192643632872,1.21447415745121,0.280331791485801
"1667",1667,"Q60875","ARHG2_MOUSE Rho guanine nucleotide exchange factor 2",0.00628827697930603,0.0371085415109011,1.2415330229007,0.312122635531243
"1998",1998,"Q9D2Q8","S10AE_MOUSE Protein S100-A14",0.000500177066767269,0.010133537850223,2.51633209894555,1.3313223379104
"3685",3685,"Q9D708","Q9D708_MOUSE Protein S100a16",0.000150412125302454,0.00724760949954113,2.21124798663102,1.14486082932443
"3918",3918,"P50543","S10AB_MOUSE Protein S100-A11",0.0012793240155308,0.0155622580395215,1.65469158647359,0.726562342030246
"1818",1818,"Q924Z4","CERS2_MOUSE Ceramide synthase 2",0.000479750098515236,0.0100428505277422,1.35983874256696,0.443435578613404
"7857",7857,"P97287","MCL1_MOUSE Induced myeloid leukemia cell differentiation protein Mcl-1 homolog",0.00288261500130483,0.0239362381218703,1.16803941275881,0.224088955410022
"4770",4770,"B2RUR8","OTU7B_MOUSE OTU domain-containing protein 7B",0.000293750020611219,0.00843629445158886,1.13940152660098,0.188276244284328
"8142",8142,"Q3V1L6","MTMRB_MOUSE Myotubularin-related protein 11",0.000932771215453878,0.0133474342630944,1.20758665930839,0.272126724024513
"5059",5059,"P08556","RASN_MOUSE GTPase NRas",0.0166026936668411,0.0678447566965025,1.07193861366791,0.100222289851043
"1380",1380,"Q99PP7","TRI33_MOUSE E3 ubiquitin-protein ligase TRIM33",0.0118395708116803,0.0550920335949991,1.14024864052484,0.189348450126169
"1960",1960,"Q91WL0","ES8L3_MOUSE Epidermal growth factor receptor kinase substrate 8-like protein 3",0.0100692226018886,0.0496186556270067,1.20576974634041,0.269954436651019
"4512",4512,"Q8BMD8","SCMC1_MOUSE Calcium-binding mitochondrial carrier protein SCaMC-1",0.000107634117090463,0.00674912014763805,1.33056541287236,0.412039437460332
"5068",5068,"P53395","ODB2_MOUSE Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",0.00091835038472873,0.0132362859103392,-1.18424374342178,-0.243966049915331
"3870",3870,"P20352","TF_MOUSE Tissue factor",0.00147076865800439,0.0166044709872634,3.1789382949583,1.66854501319761
"4186",4186,"Q9QZK2","BCAR3_MOUSE Breast cancer anti-estrogen resistance protein 3",0.000469358726034288,0.00987285808575576,1.23512670090195,0.30465904293315
"5429",5429,"Q793I8","TIFA_MOUSE TRAF-interacting protein with FHA domain-containing protein A",0.0228576388414254,0.0832615089042685,-1.40056243199236,-0.48600629495704
"617",617,"P00329","ADH1_MOUSE Alcohol dehydrogenase 1",0.00292712331230064,0.0240696485682274,-2.2517499782068,-1.17104664747775
"596",596,"P28474","ADHX_MOUSE Alcohol dehydrogenase class-3",0.00124536234555969,0.0153744959251977,-1.10508546507924,-0.144157949053788
"2549",2549,"Q8CFB4","GBP5_MOUSE Guanylate-binding protein 5",0.0148798249871981,0.0634660591559231,-1.59124477694928,-0.670155778678567
"2941",2941,"Q9CWS0","DDAH1_MOUSE N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",3.08000310288942e-05,0.0038784346764846,1.42850054483188,0.514501586520069
"5492",5492,"P47199","QOR_MOUSE Quinone oxidoreductase",0.0127075055587732,0.0575600071934469,-1.13408627008415,-0.181530390446424
"2469",2469,"Q6NWW9","FND3B_MOUSE Fibronectin type III domain-containing protein 3B",0.00138507157352734,0.0160805827366259,1.28496555333089,0.3617296849407
"2432",2432,"P48036","ANXA5_MOUSE Annexin A5",0.000948654949567771,0.013480452712174,1.31901905119852,0.399465402247641
"54",54,"Q505K2","F16A1_MOUSE Protein FAM160A1",0.00950768617035297,0.0478306154298335,1.18689667920093,0.247194352088337
"228",228,"P48678","LMNA_MOUSE Prelamin-A/C",0.000201493755931985,0.00760012162351751,1.31352001644495,0.39343818555402
"2803",2803,"Q64321","ZBT7B_MOUSE Zinc finger and BTB domain-containing protein 7B",0.00370932232313343,0.0273767386968865,1.18812838160725,0.248690733025171
"3251",3251,"Q9CY57","CHTOP_MOUSE Chromatin target of PRMT1 protein",0.016982235265583,0.0686756895498008,1.12873085805771,0.174701521509558
"6217",6217,"P99026","PSB4_MOUSE Proteasome subunit beta type-4",2.17888357101669e-05,0.00338146224890413,-1.16464741352143,-0.219893258094414
"2977",2977,"Q9WV91","FPRP_MOUSE Prostaglandin F2 receptor negative regulator",0.00343844613501609,0.0262045452654625,1.23168076036761,0.300628372009774
"144",144,"Q8VDN2","AT1A1_MOUSE Sodium/potassium-transporting ATPase subunit alpha-1",0.0126585128623203,0.0575291103709561,-1.15457048474009,-0.207356250098582
"386",386,"Q80Z96","VANG1_MOUSE Vang-like protein 1",0.0136701523634463,0.0602164437477259,1.15797286840069,0.211601451010798
"1874",1874,"P23249","MOV10_MOUSE Putative helicase MOV-10",0.000214335462628402,0.00786697650947743,-1.33127047910927,-0.412803718677171
"1711",1711,"Q80SW1","SAHH2_MOUSE Putative adenosylhomocysteinase 2",0.00862362275371197,0.0451306599994453,-1.07973683787218,-0.110679730018177
"852",852,"P10649","GSTM1_MOUSE Glutathione S-transferase Mu 1",0.00382312160516561,0.0278102941492566,-1.65138115422545,-0.723673146202832
"6197",6197,"P15975","UBP53_MOUSE Inactive ubiquitin carboxyl-terminal hydrolase 53",0.00030380343510596,0.0085696489478225,1.24441770093612,0.315470821417866
"2362",2362,"E9Q912","E9Q912_MOUSE Protein Rap1gds1",0.000585855570439236,0.0106560618756559,1.06712073138036,0.0937234083181824
"746",746,"Q8CI51","PDLI5_MOUSE PDZ and LIM domain protein 5",8.21220483478689e-05,0.00594839792679033,1.14898240896923,0.200356710353796
"2095",2095,"Q8BWW9","PKN2_MOUSE Serine/threonine-protein kinase N2",0.00621204194448349,0.0368295279403452,1.0485075040318,0.0683371866521716
"7590",7590,"O08992","SDCB1_MOUSE Syntenin-1",0.0198103840238996,0.0757425103759979,1.16070292596728,0.214998771448875
"6154",6154,"Q6ZWZ2","UB2R2_MOUSE Ubiquitin-conjugating enzyme E2 R2",0.000743942972389283,0.0120102036075075,-1.1197717074277,-0.163204633949571
"4592",4592,"Q9Z1N9","UN13B_MOUSE Protein unc-13 homolog B",0.0123452170313617,0.0567655778966865,1.14696900779061,0.197826408868234
"7595",7595,"Q8VHB5","CAH9_MOUSE Carbonic anhydrase 9",0.000179688546568912,0.00745799614576576,1.85136777149113,0.888591512930405
"8047",8047,"Q8BHT7","RGP1_MOUSE Retrograde Golgi transport protein RGP1 homolog",0.00278735782567245,0.0233995115929528,-2.33929609073246,-1.2260744788756
"203",203,"Q9CZS1","AL1B1_MOUSE Aldehyde dehydrogenase X, mitochondrial",0.000251080512086656,0.00800761277888839,-1.73491903069092,-0.794868333266647
"4775",4775,"Q64729","TGFR1_MOUSE TGF-beta receptor type-1",0.000111317192416755,0.00674912014763805,1.18697884241324,0.247294219548025
"5643",5643,"Q9CQE1","NPS3B_MOUSE Protein NipSnap homolog 3B",0.00202922808997539,0.0195632884763823,1.11118435163823,0.152098187681691
"3361",3361,"Q80X95","RRAGA_MOUSE Ras-related GTP-binding protein A",0.000917460668737087,0.0132362859103392,1.1232505155173,0.167679723988287
"2545",2545,"A6H8H2","DEN4C_MOUSE DENN domain-containing protein 4C",0.0176461965110975,0.0701477020123035,-1.15227703477618,-0.204487616648292
"4132",4132,"Q6PDJ1","CAHD1_MOUSE VWFA and cache domain-containing protein 1",0.000276751835876328,0.00832509567422699,-1.36746670653046,-0.451505708404953
"997",997,"Q8CFI5","SYPM_MOUSE Probable proline--tRNA ligase, mitochondrial",0.000455526354423947,0.00978604517312337,-1.09318384510884,-0.128536045221126
"738",738,"Q9QY73","TMM59_MOUSE Transmembrane protein 59",0.0280651949064748,0.0951983507291737,-1.05615190794318,-0.0788173546534829
"1417",1417,"Q8BHG1","NRDC_MOUSE Nardilysin",0.0175528326731112,0.0699879033924611,-1.04334887596676,-0.0612216482384756
"1492",1492,"Q99K70","RRAGC_MOUSE Ras-related GTP-binding protein C",0.00153616820245571,0.016986980457433,1.0886496596606,0.122539752412105
"2881",2881,"Q9R1P3","PSB2_MOUSE Proteasome subunit beta type-2",0.00116921474891825,0.0147699368260248,-1.15611215021718,-0.209281355203784
"1413",1413,"Q91WQ3","SYYC_MOUSE Tyrosine--tRNA ligase, cytoplasmic",0.000253842807978119,0.00800761277888839,-1.15640741117114,-0.209649759885386
"959",959,"Q80Y55","BSDC1_MOUSE BSD domain-containing protein 1",0.00481983131611559,0.0316370036397616,-1.21801467187511,-0.284531511662946
"5262",5262,"Q8BH43","WASF2_MOUSE Wiskott-Aldrich syndrome protein family member 2",0.000423112778418102,0.009531351658593,1.11887858591713,0.162053492079484
"1085",1085,"Q8R4U7","LUZP1_MOUSE Leucine zipper protein 1",0.000763102276057123,0.0120812226876742,1.1001645065572,0.137719264703852
"2831",2831,"A2AN08","UBR4_MOUSE E3 ubiquitin-protein ligase UBR4",0.0181490260749676,0.0713838435481066,1.04815577538337,0.0678531440435485
"2702",2702,"Q03145","EPHA2_MOUSE Ephrin type-A receptor 2",0.00261781785335655,0.0224364807641082,1.70804195804196,0.772343415189996
"696",696,"Q9CWL2","CASZ1_MOUSE Zinc finger protein castor homolog 1",0.0142108446700881,0.0615735454719324,-1.205443549376,-0.269564091469518
"621",621,"P17182","ENOA_MOUSE Alpha-enolase",1.23115041273867e-05,0.00256349478759255,1.32608950392776,0.407178152912749
"3877",3877,"Q91WB4","PKHF2_MOUSE Pleckstrin homology domain-containing family F member 2",0.0113152645883176,0.053534936795017,1.13396115715762,0.181371222876409
"3371",3371,"Q3US41","ESRP1_MOUSE Epithelial splicing regulatory protein 1",0.00812798113066892,0.0435887252967448,1.11170210477558,0.152770250705874
"3605",3605,"Q8BT60","CPNE3_MOUSE Copine-3",0.00025123260892218,0.00800761277888839,1.0943870758996,0.130123098014033
"5285",5285,"P15535","B4GT1_MOUSE Beta-1,4-galactosyltransferase 1",0.0178339662295863,0.0706881421739291,1.07083154725975,0.0987315472709781
"7588",7588,"B1AZA5","TM245_MOUSE Transmembrane protein 245",0.000599032732976227,0.0107997421132388,1.17788879472057,0.236203339781007
"3979",3979,"P10639","THIO_MOUSE Thioredoxin",0.0190243974842608,0.073833425039675,-1.11808884703549,-0.161034834052828
"7229",7229,"Q9D270","ZDH21_MOUSE Probable palmitoyltransferase ZDHHC21",0.00378695805143686,0.0276752246884024,1.35678164047441,0.440188553068193
"4406",4406,"O54750","CP2J6_MOUSE Cytochrome P450 2J6",0.00850318985464203,0.0447752308325532,1.1660500105161,0.221629665362018
"1431",1431,"Q8R1A4","DOCK7_MOUSE Dedicator of cytokinesis protein 7",0.00177359267188706,0.0178559114629712,1.1145235199145,0.156427062273733
"4070",4070,"Q80W65","PCSK9_MOUSE Proprotein convertase subtilisin/kexin type 9",0.00226812494952586,0.0205133731622864,1.5127185468959,0.597143587839072
"6946",6946,"A2A8Z1","OSBL9_MOUSE Oxysterol-binding protein-related protein 9",0.00208759264624094,0.0197743466342509,1.14315165470189,0.193016809477903
"5484",5484,"P99028","QCR6_MOUSE Cytochrome b-c1 complex subunit 6, mitochondrial",0.0108164481835255,0.0518918560098128,-1.19613098863971,-0.258375388125567
"7841",7841,"Q8K0E7","SERC2_MOUSE Serine incorporator 2",0.00574123624019583,0.0350345541122652,1.42524128693832,0.511206181734572
"4726",4726,"Q9ESX4","NO40_MOUSE Nucleolar protein of 40 kDa",0.00713054356139929,0.0401675836545445,1.14709054947525,0.197979279865244
"923",923,"P18653","KS6A1_MOUSE Ribosomal protein S6 kinase alpha-1",0.0253338389747658,0.0891322953654461,-1.02384427733988,-0.0339963038207157
"6060",6060,"Q8C142","ARH_MOUSE Low density lipoprotein receptor adapter protein 1",0.00300293644672562,0.0244324401753968,1.35364995005017,0.436854710390893
"1112",1112,"Q9CXW4","RL11_MOUSE 60S ribosomal protein L11",0.000918110255158419,0.0132362859103392,-1.13495475240571,-0.182634782290544
"2698",2698,"P54763","EPHB2_MOUSE Ephrin type-B receptor 2",0.00315731835135977,0.0250413282033718,1.27400424197473,0.349370081256473
"3554",3554,"P60766","CDC42_MOUSE Cell division control protein 42 homolog",0.0089437305859212,0.046214920988488,1.11779512288816,0.160655785426985
"4925",4925,"A2AWP8","ARGAL_MOUSE Rho guanine nucleotide exchange factor 10-like protein",0.00446412628071392,0.0305508976652537,1.06391798373477,0.0893869393543714
"1473",1473,"Q9D1J1","NECP2_MOUSE Adaptin ear-binding coat-associated protein 2",0.0175734142179509,0.0699939143797076,1.08705555098315,0.120425667209868
"1470",1470,"Q71FD7","FBLI1_MOUSE Filamin-binding LIM protein 1",0.0242147000994226,0.0864166889235669,1.17251719440476,0.22960907932964
"1554",1554,"A2ADY9","DDI2_MOUSE Protein DDI1 homolog 2",0.00153893327539325,0.016986980457433,1.16630242380814,0.22194192983865
"4217",4217,"B1ART1","B1ART1_MOUSE Protein Vps13d",0.0183815039533324,0.071998516545371,1.07966994198674,0.110590344022809
"1790",1790,"Q9DCD0","6PGD_MOUSE 6-phosphogluconate dehydrogenase, decarboxylating",0.0016894943812048,0.0174985010510582,1.06803186505909,0.0949546909177288
"1069",1069,"Q60575","KIF1B_MOUSE Kinesin-like protein KIF1B",0.00349048243174601,0.0264533321331862,1.05594502846764,0.0785347312669925
"1573",1573,"Q925I1","ATAD3_MOUSE ATPase family AAA domain-containing protein 3",0.00241781395143987,0.0214407445206233,1.10437700133369,0.143232749207287
"5791",5791,"Q64339","ISG15_MOUSE Ubiquitin-like protein ISG15",0.00517505114222439,0.0327339981445956,-1.6531629962976,-0.725228976509933
"431",431,"Q64261","CDK6_MOUSE Cyclin-dependent kinase 6",0.0267241747683912,0.0922164293757514,-1.13399142873149,-0.181409735718143
"1600",1600,"P21447","MDR1A_MOUSE Multidrug resistance protein 1A",0.0183932679409127,0.071998516545371,1.4313175912718,0.517343823368639
"1660",1660,"P12804","FGL2_MOUSE Fibroleukin",0.00175752129286872,0.0177851018861008,-1.49575831741451,-0.580877085362455
"5568",5568,"Q80U95","UBE3C_MOUSE Ubiquitin-protein ligase E3C",0.000122572967778005,0.00682489619906783,1.06690647210469,0.0934337111718613
"7305",7305,"P47930","FOSL2_MOUSE Fos-related antigen 2",0.000469649655377853,0.00987285808575576,1.29683312492175,0.374992847101651
"3881",3881,"Q9QYC0","ADDA_MOUSE Alpha-adducin",0.00289271464946835,0.0239776152029408,-1.25859681588978,-0.331816198168928
"706",706,"Q9DCL9","PUR6_MOUSE Multifunctional protein ADE2",0.00444430941612402,0.0304917624232817,1.37679088407843,0.461309450240331
"2883",2883,"O88343","S4A4_MOUSE Electrogenic sodium bicarbonate cotransporter 1",0.000605544171876621,0.0108931407622201,-1.27502240718243,-0.350522601160151
"18",18,"Q8C1B7","SEP11_MOUSE Septin-11",0.0056475369007543,0.0347035206701756,1.07122998194276,0.0992682449709216
"1892",1892,"O35639","ANXA3_MOUSE Annexin A3",2.02016330346608e-05,0.00329997867649272,1.54219020537042,0.62498071040336
"4345",4345,"Q9Z2F2","OASL2_MOUSE 2'-5'-oligoadenylate synthase-like protein 2",0.015873745649521,0.0659191314770823,-1.57821206931676,-0.658291077844952
"3755",3755,"Q9JM76","ARPC3_MOUSE Actin-related protein 2/3 complex subunit 3",0.00308761867827513,0.0248497137479665,1.10952990255618,0.149948549633326
"7676",7676,"Q9CQJ6","DENR_MOUSE Density-regulated protein",0.00944348479592987,0.0476247215370831,1.21246164487552,0.277939109672462
"6099",6099,"Q9R0E1","PLOD3_MOUSE Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",0.0138245172615869,0.0606072168109743,1.38396832002825,0.468810919086459
"6529",6529,"Q921G6","LRCH4_MOUSE Leucine-rich repeat and calponin homology domain-containing protein 4",0.012620793479728,0.0574710195932757,1.08987907871223,0.124168077920057
"6805",6805,"Q3TYD6","LMTK2_MOUSE Serine/threonine-protein kinase LMTK2",0.00995996702637514,0.0492284602118844,1.09371706310348,0.129239571356164
"3281",3281,"Q9WV32","ARC1B_MOUSE Actin-related protein 2/3 complex subunit 1B",0.00031237618889282,0.00863783481786397,1.1445910458238,0.19483222578938
"2775",2775,"Q640Q5","PAN3_MOUSE PAB-dependent poly(A)-specific ribonuclease subunit PAN3",0.00555560849341003,0.034383877749932,1.10475490989777,0.143726342925129
"3509",3509,"Q8K0C4","CP51A_MOUSE Lanosterol 14-alpha demethylase",0.0017069982651228,0.0175688272316927,1.1486611938517,0.199953327114064
